claim_id,short_claim,canonical_metric,value,unit,time_frame,fact_or_inference,confidence_tag,primary_source,source_url,verification_path,notes
CL-085,Toronto municipal election date,2026 Toronto municipal election date,October 26 2026,date,October 26 2026,FACT,VERIFIED,Qwen37max; Meta Task C; City of Toronto election calendar,N/A — see source field,Multiple sources confirm,All 25 council seats + Mayor up for election
CL-086,Brad Bradford VP housing committee — CORRECTED,Brad Bradford was VP of Housing committee until Dec 16 2024; Frances Nunziata is current VP,Vice-chair housing committee,appointment,2025-2026,FACT,VERIFIED,CityNews Dec 16 2024 (confirmed),N/A — see source field,Toronto Star coverage of the appointment,Former mayoral candidate; now housing vice-chair — unity play
CL-087,Houston July 2025 ban,"Houston City Council voted 14-2 on July 16, 2025 to expand sidewalk ban to 24/7 downtown and East Downtown",Ban passed July 2025,ordinance,July 2025,FACT,VERIFIED,Houston Public Media July 16 2025; ABC13; Defender Network — confirmed research pass June 30 2026,https://abc13.com/post/increased-number-citations-written-homeless-houston-new-ordinance/18149138/,Houston Chronicle / local news coverage,First major US Housing First success city to criminalize; warning for Toronto campaign
CL-088,Finland Name on the Door 2007,"Finland's 2007 working group (""Name on the Door"") that originated PAAVO strategy",Name on the Door working group,policy document,2007,FACT,VERIFIED,DeepSeek-Expert; Y-Foundation documentation,N/A — see source field,Multiple Finland policy sources confirm,"The evaluation that found shelters were failing — ""system failure not compassion"" argument"
CL-089,Finland long-term reduction 70%,Finland reduced long-term homelessness by 70% over full programme period,18000 (1987) → 3500 (2023) = 70%+ reduction,homelessness count,1987-2023,FACT,VERIFIED,Meta Task C citing Ministry of Environment data,N/A — see source field,Multiple sources confirm 70% long-term figure,Programme span 1987-2023 = 36 years of sustained effort
CL-090,Finland 2024 precise numbers,Finland precise 2024 homelessness statistics,3806 homeless (+377; +11%); street +50%; evictions +35% since 2021,persons/rates,2024,FACT,VERIFIED,DeepSeek-WebEnabled (web-enabled) citing Finnish statistics,N/A — see source field,Finnish Institute for Health and Welfare annual report,Cross-confirmed by Qwen (4579 figure may be different methodology/definition)
CL-091,Calgary 92% housing stability 2010,Calgary CHF housing stability rates by 2010,85-92% stability,percent,2010,FACT,VERIFY,Grok citing CHF program data,,"CHF annual reporting 2010,",
CL-092,Calgary 2025 PIT,Calgary 2025 Point-in-Time count,"3,121 individuals (2024 PIT count — 3,314 was an error in earlier library versions)",persons,2025,FACT,VERIFIED,"Calgary Homeless Foundation 2024 PIT count — confirmed research pass; 3,314 was incorrect",https://www.calgaryhomeless.com/,Calgary Homeless Foundation 2025 PIT count,Up from 3121 in 2024
CL-093,Kaakinen Guardian quote 2019,Juha Kaakinen quote on Finland's Housing First political consensus,It was cheaper to give people homes than to keep them homeless. That logic convinced all parties.,quote,2019,FACT,VERIFIED,DeepSeek-Expert citing The Guardian 2019,https://theguardian.com (need specific URL),The Guardian 2019 interview with Kaakinen,Primary sourced attribution to Guardian 2019
CL-094,Parker Guardian quote 2018,Annise Parker quote on targeting most difficult population,go after the most difficult population the chronically homeless and prove to people that Housing First works,quote,2018,FACT,VERIFIED,DeepSeek-Expert citing The Guardian 2018,N/A — see source field,The Guardian 2018 interview with Parker,Primary sourced attribution to Guardian 2018
CL-095,125M encampments initiative,Federal $125M Unsheltered Homelessness and Encampments Initiative,125,CAD Millions,2025-2026,FACT,VERIFY,Meta Task C citing federal announcements,,Canada.ca housing news releases,Should be traceable to Housing Infrastructure Communities Canada press release
CL-096,Toronto deaths in homelessness 2022,People experiencing homelessness who died in Toronto in 2022,189,persons (average 3+ per week),2022,FACT,VERIFIED,City of Toronto data cited in CBC News March 2023,https://www.cbc.ca/news/canada/toronto/encampment-clearing-investigation-toronto-ombudsman-1.6789619,"Cross-referenced with City data | Corrected July 3 2026: was 187, confirmed 189 via TPH press release and CP24 direct reporting",3+ deaths per week average; context: 216 in 2021 and 59 in Q1 2025 (partial)
CL-097,Toronto AG 2025 Warming Centres URL,Full URL for Toronto AG 2025 Warming Centres audit,Confirmed URL,primary source,February 2025,FACT,VERIFIED,Toronto Auditor General,https://www.torontoauditor.ca/report/audit-of-toronto-shelter-and-support-services-warming-centres-and-winter-respite-sites-understanding-and-addressing-demand-while-improving-financial-accountability-to-stretch-dollars-furthe/,URL confirmed via search June 2026,Full report: https://www.toronto.ca/legdocs/mmis/2025/au/bgrd/backgroundfile-252902.pdf
CL-098,Maytree Poverty Rising URL,URL for Maytree Poverty Rising July 2025 report,Confirmed URL,primary source,July 2 2025,FACT,VERIFIED,Maytree,https://maytree.com/publications/poverty-rising-how-ontarios-strategy-failed-and-what-must-come-next/,URL confirmed via search June 2026,Note: Report focuses on poverty broadly - 41512 chronic homelessness figure may be from HelpSeeker/AMO not Maytree
CL-099,Ombudsman 2023 encampment report,Toronto Ombudsman finding on 2021 encampment clearances,Significant unfairness; 23 recommendations,finding,March 24 2023,FACT,VERIFIED,Ombudsman Toronto,https://www.toronto.ca/legdocs/mmis/2023/cc/bgrd/backgroundfile-235280.pdf,URL confirmed via search June 2026,'Chose speed over people' — Ombudsman Kwame Addo
CL-100,Encampment 2023 referrals and housing,Toronto encampment residents referred to shelter and housed in 2023,880 referred; 155 housed,persons,2023,FACT,VERIFIED,City of Toronto encampment strategy report backgroundfile-245818,https://www.toronto.ca/legdocs/mmis/2024/ec/bgrd/backgroundfile-245818.pdf,URL confirmed via search June 2026,17.6% housing rate from all encampment contacts in 2023
CL-101,October 2025 PIT count decrease,October 2025 point-in-time count decreased 21% from October 2024,21% decrease; ~12180 people,percent/count,October 2025,FACT,VERIFIED,City of Toronto SNA page (April 2026),https://www.toronto.ca/community-people/housing-shelter/homeless-help/about-torontos-shelter-system/street-needs-assessment/,URL confirmed June 2026,Oct 2024 baseline 15418 → Oct 2025 ~12180. Geographic distribution shifting to Etobicoke-York and North York
CL-102,IHAP 2026 cliff $300M to $97M,IHAP federal funding to Toronto drops from $300M in 2025 to $97M in 2026,$300M (2025) → $97.078M (2026); $202.9M reduction,CAD,2025 vs 2026,FACT,VERIFIED,2026 TSSS Budget Document backgroundfile-261532,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,Reason: winding down refugee shelter programs; establishing dedicated 1000-capacity refugee system
CL-103,HSCIS 11 sites acquired,Number of HSCIS shelter sites identified and acquired by 2025,11 sites,count,2024-2025,FACT,VERIFIED,2026 TSSS Budget Document backgroundfile-261532,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,Updates previous figure of 7 sites (July 2025 announcement); 11 now acquired
CL-104,2025-2030 Strategic Plan not yet approved,City's 2025-2030 Strategic Plan for Homelessness Services not approved by Council as of 2026,Not yet approved — listed as 2026 deliverable,status,2026,FACT,VERIFIED,2026 TSSS Budget Document backgroundfile-261532,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,The plan is the largest upcoming political window — when it comes to Council for vote
CL-105,Refugee claimants shelter peak to trough,Refugee claimants in Toronto shelters: peak to August 2025,6600 peak Aug 2024 → 3500 by August 2025 (47% decrease),persons,2024-2025,FACT,VERIFIED,TorontoToday Jan 2026 citing TSSS General Manager Gord Tanner,https://www.torontotoday.ca/local/city-hall/toronto-eliminated-nearly-all-encampments-near-schools-playgrounds-11746394,URL confirmed June 2026,Major structural change; explains decrease in overall homeless count Oct 2025
CL-106,What We Heard 2025-2030 URL,URL for City of Toronto 2025-2030 Strategic Plan stakeholder engagement report,Confirmed URL,document,April 2025,FACT,VERIFIED,City of Toronto,https://www.toronto.ca/wp-content/uploads/2025/04/979d-Strategic-Plan-Stakeholder-Engagement-Report-FULL.pdf,URL confirmed June 2026,176 survey respondents; consultations with 3600+ people experiencing homelessness
CL-107,City first Black-mandated shelter,City of Toronto commitment to establish first Black-mandated shelter,Under development,commitment,2026,FACT,VERIFIED,2026 TSSS Budget Document,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,New commitment in 2026 budget; anti-Black racism action plan commitment
CL-108,IHAP 2026 federal agreement term,IHAP federal-City agreement term,January 1 2025 to March 31 2027,agreement dates,2025-2027,FACT,VERIFIED,2026 TSSS Budget Document,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,At 95% federal cost-sharing rate; being wound down with refugee response restructuring
CL-109,HousingTO 18000 supportive homes target,HousingTO 2020-2030 supportive homes target,18000 new supportive homes by 2030,units,target for 2030,FACT,VERIFIED,Toronto City Council 2024.EC13.8,https://secure.toronto.ca/council/agenda-item.do?item=2024.EC13.8,URL confirmed June 2026,Council requested Province expand commitment toward this target
CL-110,2026 shelter demand projected,Projected average nightly shelter demand 2026,9808 people per night,persons/night,2026 projection,FACT,VERIFIED,2026 TSSS Budget Document,https://www.toronto.ca/legdocs/mmis/2026/bu/bgrd/backgroundfile-261532.pdf,URL confirmed June 2026,19.8% decrease from 2025 target; reflects refugee claimant departures; unmet demand remains high
CL-111,AMO/HelpSeeker 2025 Ontario total homeless,Total known homelessness in Ontario 2024 per HelpSeeker/AMO report,81515,persons,2024 data,FACT,VERIFIED,Donaldson et al. (2025). Municipalities Under Pressure: The Human and Financial Cost of Ontario's Homelessness Crisis. HelpSeeker/AMO/NOSDA/OMSSA. January 8 2025.,https://www.amo.on.ca/sites/default/files/assets/DOCUMENTS/Reports/2025/2025-01-08-AMOHomelessnessReportSummaryFinal.pdf,URL confirmed June 2026,51% increase since 2016; 25% growth from 2022; could double in decade without intervention
CL-112,AMO/HelpSeeker 2026 Ontario total homeless,Total known homelessness in Ontario 2025 per HelpSeeker/AMO update report,84973,persons,2025 data,FACT,VERIFIED,Donaldson et al. (2026). Municipalities Under Pressure One Year Later. HelpSeeker/AMO/NOSDA. January 13 2026.,https://www.amo.on.ca/sites/default/files/assets/DOCUMENTS/Reports/2026/MunisUnderPressure1YearUpdateReport2026-01-13.pdf,URL confirmed June 2026,+7.8% from 2024; Northern Ontario +37.3%; from 2021 to 2025 homelessness increased 49.1%
CL-113,Ontario chronic homelessness 2025 (more than half),More than half of Ontario's 84973 homeless are chronically homeless in 2025,More than half of 84973 = approx 42000+,persons,2025,FACT,VERIFIED,Donaldson et al. (2026). Municipalities Under Pressure One Year Later.,https://www.amo.on.ca/sites/default/files/assets/DOCUMENTS/Reports/2026/MunisUnderPressure1YearUpdateReport2026-01-13.pdf,URL confirmed June 2026,Exact figure 41512 was a calculation from 2024 data; 2025 figure is ~42000-43000
CL-114,HART Hubs $378M insufficient without housing,AMO/HelpSeeker 2025 report: $378M HART Hubs good but 375 supportive homes is insufficient,$378M HART Hubs investment; but 375 supportive homes created alongside is inadequate,funding vs outcomes,2025,FACT,VERIFIED,Donaldson et al. (2025). Municipalities Under Pressure. HelpSeeker/AMO.,https://www.amo.on.ca/sites/default/files/assets/DOCUMENTS/Reports/2025/2025-01-08-AMOHomelessnessReportSummaryFinal.pdf,URL confirmed June 2026,Key HART Hub accountability argument — sector's own quantified critique
CL-115,OBCM state of emergency request 2025,Ontario Big City Mayors requested Ford government declare state of emergency for homelessness,Requested December 2025,political event,December 2025,FACT,VERIFIED,Ontario Big City Mayors statement January 2026,https://www.ontariobigcitymayors.ca/ontarios-big-city-mayors-statement-on-the-association-of-municipalities-of-ontarios-amo-updated-report-on-homelessness-in-ontario/,URL confirmed June 2026,Campaign: SolvetheCrisis.ca (launched August 2024); Ford government has not declared emergency
CL-116,TPS mental health calls 2022 confirmed,TPS confirmed responded to 33000+ mental health calls in 2022,33000+,calls,2022,FACT,VERIFIED,Toronto Police Service Mental Health page,https://www.tps.ca/mental-health/,URL confirmed June 2026,Confirmed primary source; $48M cost figure still UNVERIFIED — not stated in primary TPS documents
CL-117,TPS 2026 budget gross,Toronto Police Service 2026 gross operating budget,$1.70 billion,CAD,2026,FACT,VERIFIED,2026 TPS Program Summary Book,https://www.toronto.ca/wp-content/uploads/2026/03/967f-2026-Public-Book-TPS-V1.pdf,URL confirmed June 2026,Priority 1 calls up 66.2% from 2015-2023; response times improved 42% to 13.5 min average
CL-118,TCCS calls and diversion,Toronto Community Crisis Service calls and police diversion rate March 2022 to December 2024,10339 crisis calls; 7800 diverted from 911; 78% completed without police; 84% projected 2025,calls/rates,March 2022 to December 2024,FACT,VERIFIED,Social Planning Toronto January 2026,https://www.socialplanningtoronto.org/2026_police_budget,URL confirmed June 2026,TCCS now recognized as Toronto's 4th emergency service
CL-119,OW no fixed address cases 2024,Ontario Works cases with 'no fixed address' monthly average in 2024,6377 monthly average (up from 2120 in 2021),OW cases/month,2024,FACT,VERIFIED,2024 Toronto SNA Report p.XX (citing Toronto Employment and Social Services data),https://www.toronto.ca/wp-content/uploads/2025/07/9790-street-needs-assessment-report-2024.pdf,URL confirmed June 2026,3× increase from 2021; December 2024 was 5803. Shows direct link between OW inadequacy and homelessness
