source_program,source_file,source_id,source_kind,question
abundance,research/abundance/QUESTION_BANK_EXTENDED.md,AB105,bank,"[EXT] **Kill-criterion for the money-removed ledger (AB72–AB74).** The scoreboard's proudest number. Pre-register: if audit shows the ""money removed from systems"" ledger is systematically gamed — money claimed as ""removed"" that actually just moved to a less-visible place, or demonetization that quietly defunded something the city needed (AB73's shadow dependencies going unnamed) — then the money-removed ledger is falsified as an honest metric and reverts to a vanity number. What's the audit that catches the gaming, and does a failed audit mean the ledger comes DOWN off the wall until it can be made honest?"
abundance,research/abundance/QUESTION_BANK_EXTENDED.md,AB106,bank,"[EXT] **Kill-criterion for the whole-series funding spine (AB92–AB95).** The capstone claim: ABUNDANCE can carry all fifteen chartered programs. Pre-register: if the assembled ledger of promises (AB92) exceeds the honest revenue architecture (AB95) by a margin no realistic growth closes, then the funding-spine thesis is falsified — some charter promises were written against a fund that can't exist at that scale, and the honest move is to tell those programs their funding assumption was wrong BEFORE they build on it. What's the shortfall threshold, and who tells fifteen chartered programs the spine can't carry the weight they promised their charters?"
abundance,research/abundance/QUESTION_BANK_EXTENDED.md,AB107,bank,"[EXT] **Kill-criterion for connection-as-the-underlying-answer at fund scale (AB96– AB97).** The movement's deepest claim. Pre-register: if funding CONNECTION does NOT reduce the capital a commons needs — if a well-connected Toronto still needs the same dollars an atomized one would, if social capital turns out not to substitute for financial capital the way the langar suggests — then the ""connection is the underlying answer"" thesis is falsified at the fund level, and ABUNDANCE is a conventional capital fund after all, not a connection multiplier. What's the measured relationship between connection investment and reduced capital need that would confirm or kill this, and does the whole cheape"
abundance,research/abundance/QUESTION_BANK_EXTENDED.md,AB108,bank,"[EXT] **His own standing honesty, extended — the boring-tax test (AB48).** His verbatim discipline: ""if the numbers say a boring tax does more good than a beautiful fund, does ABUNDANCE say so?"" Pre-register the strongest form: if, thesis by thesis, the honest evidence shows that a plain, well-designed tax-and-transfer system would deliver MORE commons good per dollar, with less capture risk and less complexity, than the entire beautiful fund architecture — then ABUNDANCE's standing rule is to SAY SO, publicly, and recommend the boring tax over its own existence. Who is empowered to make that call, at what evidence threshold, and is a fund that would honestly recommend its own replacement by"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A1,bank,"Where is Toronto's civic participation ACTUALLY at — the honest, measured baseline, not the imagined one: municipal-election turnout (Toronto's has hovered around the low 30s in percentage terms and fell further in 2022), who votes and who doesn't by age / income / newcomer status / ward, deputation and public-consultation attendance, and the gap between the population and the handful of people who actually show up to a committee? Meet the city where it IS before designing where it could go."
agora,research/agora/QUESTION_BANK_EXTENDED.md,A2,bank,"WHY have people checked out — separating the honest causes cleanly, since re-engaging the apathetic is impossible until we know what ""apathy"" actually is: rational disengagement (my one vote every four years changes nothing), learned futility (I showed up and nothing changed), exclusion (the process was never built for someone like me), time and survival (I work two jobs), distrust (the fix is in), or genuine disinterest? What does the evidence say actually re-engages each group, and what does the program refuse to mistake for engagement (a like is not a voice)?"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A3,bank,"What is the honest evidence on the participation instruments themselves — participatory budgeting, citizens' assemblies, deliberative polling, town halls, online consultation — including their real, documented limits (self-selection so the engaged get more engaged, the professional commenter who dominates, consultation fatigue, ""participation-washing"" where input is gathered and ignored, and the finding that badly-run participation can lower trust further than no participation at all)? Which instruments have actually moved outcomes, and which are theatre? *(Evidence honesty: the promise and the failure modes, straight.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A4,bank,"What is the CULTURE problem underneath the technology problem — since the operator's deepest bet is that this is not a software gap but a relationship gap: how much of Toronto's disengagement is the absence of a tool versus the absence of trust, belonging, agency, and the felt experience that participating changes anything? What is the design that treats governance as a relationship to be rebuilt, not a platform to be shipped, and how do we know which one we're actually solving?"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A5,bank,"How do we make participation genuinely EASY and ENJOYABLE the way the operator asks — since most civic participation is tedious, intimidating, and time-expensive by design: what does the evidence (behavioural, UX, community-organizing) say lowers the real cost of showing up — time, jargon, childcare, language, the fear of speaking, the three-hour wait to give a two-minute deputation — and what makes the doing of it feel good rather than dutiful? *(Behavioural economics + practice over theory; friction is the enemy.)*"
agora,research/agora/QUESTION_BANK_EXTENDED.md,A6,bank,"What does the evidence actually say makes a civic behaviour high-status and desirable — since ""cool and sexy"" is a behavioural-design problem with real answers (identity and belonging, social proof, visible norms, storytelling, the shift from ""you should"" to ""people like me do this"")? What has genuinely made a public behaviour aspirational at population scale (the way voting became a badge, or volunteering a marker of a certain identity), and what is the honest design that makes showing up to shape your city a thing people want to be seen doing? *(Making virtue aspirational — the operator's, and the movement's, standing frame.)*"
